ID,ZONE_NAME,NATURE,STATUS,ORIGINAL_LOCATION,CITY,matched_muni,admin3_pcode,province_name,ADM2_PCODE,region_name,admin1_pcode,geometry,lon,lat
439,Ayala de Zamboanga Industrial Park,Manufacturing,Not Yet Operating,"Ayala, Zamboanga City",Zamboanga City,Zamboanga City,PH097332000,Zamboanga del Sur,PH097300000,Region IX,PH090000000,"c(121.9510053, 6.9580126)",121.9510053,6.9580126
440,Bacolod IT Park,IT Park,Not Yet Operating,"Barangay Estefania, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.987172941976, 10.669609427434)",122.987172941976,10.669609427434
441,Bacolod-Silay Economic Zone and Technopark,Manufacturing,Not Yet Operating,"Barangay Bagtic, Silay City, Negros Occidental",Silay City,Silay City,PH064526000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(123.0685555, 10.7567668)",123.0685555,10.7567668
442,"BatStateU Knowledge, Innovation and Science Technology Park",IT Park,Not Yet Operating,"Barangay Alangilan, Batangas City, Batangas",Batangas City,Batangas City,PH041005000,Batangas,PH041000000,Region IV-A,PH040000000,"c(121.0687, 13.7822)",121.0687,13.7822
443,Bayawan City Information Technology Park,IT Park,Not Yet Operating,"Barangay Villareal, Bayawan City, Negros Oriental",Bayawan City,City of Bayawan,PH074606000,Negros Oriental,PH074600000,Region VII,PH070000000,"c(122.8228273991, 9.358249741012)",122.8228273991,9.358249741012
444,Bench City Center,IT Center,Not Yet Operating,"Lot 2 and 3, Block 5, City Center, North Bonifacio Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.049221, 14.5484707)",121.049221,14.5484707
445,BEN-LOR I.T. Center,IT Center,Not Yet Operating,"Quezon Avenue, Barangay Paligsahan, Quezon City",Barangay Paligsahan,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.021206515806, 14.633977665607)",121.021206515806,14.633977665607
446,Bonifacio Business Park,IT Park,Not Yet Operating,"F. Cabahug Street, Barangay Kasambagan, Cebu City",Barangay Kasambagan,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.91404, 10.33564)",123.91404,10.33564
447,Camarines Sur Tourism Park,Tourism,Not Yet Operating,"Capitol Complex, Cadlan, Pili and Maycatmon, Milaor, Camarines Sur",Milaor,Milaor,PH051721000,Camarines Sur,PH051700000,Region V,PH050000000,"c(123.252264, 13.595887)",123.252264,13.595887
448,Cash and Carry Mall,IT Center,Not Yet Operating,"South Superhighway Corner Emilia & Filmore Streets, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.005491624123, 14.557579590267)",121.005491624123,14.557579590267
449,Cavite Eco-Industrial Estate,Manufacturing,Not Yet Operating,"Pasong Kawayan II, Gen. Trias, Cavite",Gen. Trias,City of General Trias,PH042108000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.8825776, 14.3246327)",120.8825776,14.3246327
450,CB Mall IT Center,IT Center,Not Yet Operating,"Mc Arthur Highway, Nancayasan, Urdaneta City, Pangasinan",Urdaneta City,City of Urdaneta,PH015546000,Pangasinan,PH015500000,Region I,PH010000000,"c(120.5780724, 15.9408606)",120.5780724,15.9408606
451,CBC Asia Technozone,IT Center,Not Yet Operating,"Emilio Aguinaldo Highway, Barangay Talaba VII, Bacoor City, Cavite",Bacoor City,Bacoor City,PH042103000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.951446439799, 14.442231954942)",120.951446439799,14.442231954942
452,CIIF Agro-Industrial Park – Legazpi,Agro-Industrial,Not Yet Operating,"Barangay 47, Peñaranda Extension, Legaspi City, Albay",Legaspi City,Legazpi City,PH050506000,Albay,PH050500000,Region V,PH050000000,"c(123.7533193, 13.1492153)",123.7533193,13.1492153
453,Circuit Corporate Center 1,IT Center,Not Yet Operating,"Circuit Makati (formerly known as Sta. Ana Racetrack), Barangay Carmona, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.0175052, 14.5768659)",121.0175052,14.5768659
454,Circuit Corporate Center 2,IT Center,Not Yet Operating,"Circuit Makati (formerly known as Sta. Ana Racetrack), Barangay Carmona, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.0175052, 14.5768659)",121.0175052,14.5768659
455,Connecticut Arcade,IT Center,Not Yet Operating,"Connecticut Street, Greenhills Shopping Center, San Juan City",San Juan City,San Juan,PH140122000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,"c(121.051713423798, 14.601295537625)",121.051713423798,14.601295537625
456,Convergys IT Building,IT Center,Not Yet Operating,"Ayala Avenue corner Salcedo Street, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.015676326421, 14.555314111034)",121.015676326421,14.555314111034
457,CyberBayan IT Park,IT Park,Not Yet Operating,"Sumulong Hi-way, Barrio Sto. Niño, Marikina City",Marikina City,City of Marikina,PH137402000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.099760704837, 14.635385120474)",121.099760704837,14.635385120474
458,Cybergate Galleria,IT Center,Not Yet Operating,"General Maxillom Avenue, Cebu City",Cebu City,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.911284475679, 10.305412841803)",123.911284475679,10.305412841803
459,DASOLand: A Family Adventure and Leisure Park,Tourism,Not Yet Operating,"Barangay San Vicente, Dasol, Pangasinan",Dasol,Dasol,PH015519000,Pangasinan,PH015500000,Region I,PH010000000,"c(119.8765271, 15.9805105)",119.8765271,15.9805105
460,Davao del Sur Industrial Economic Zone,Manufacturing,Not Yet Operating,"Along Diversion Road, Barangay Cogon, Digos City, Davao del Sur",Digos City,City of Digos,PH112403000,Davao del Sur,PH112400000,Region XI,PH110000000,"c(125.3745526, 6.7593637)",125.3745526,6.7593637
461,Davao Lioc Kui Fraternity Building,IT Center,Not Yet Operating,"16 Sobrecarey Street corner Lapu-lapu Street, Davao City",Davao City,Davao City,PH112402000,Davao del Sur,PH112400000,Region XI,PH110000000,"c(125.618392660105, 7.078244903627)",125.618392660105,7.078244903627
462,DG3 I. T. Center,IT Center,Not Yet Operating,"72 N. Escario St. corner F. Ramos Extension, Capitol Site, Cebu City",Capitol Site,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.892010284537, 10.316602792738)",123.892010284537,10.316602792738
463,DRRC Information Technology Park,IT Park,Not Yet Operating,"K44-45 Mac Arthur Highway, Barangay Longos, Malolos City, Bulacan",Malolos City,City of Malolos,PH031410000,Bulacan,PH031400000,Region III,PH030000000,"c(120.789116984601, 14.878275690078)",120.789116984601,14.878275690078
464,East Cyber Gate,IT Center,Not Yet Operating,"169 EDSA, Manduyong City",Manduyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.049924009037, 14.576267462492)",121.049924009037,14.576267462492
466,Eastern Visayas Regional Growth Center,Manufacturing,Not Yet Operating,"Tagpuro, San Isidro, New Kawayan, Sto. Niño, Tacloban City, Leyte",Tacloban City,Tacloban City,PH083747000,Leyte,PH083700000,Region VIII,PH080000000,"c(124.9692, 11.33564)",124.9692,11.33564
467,ECCO 4 Building,IT Center,Not Yet Operating,"Residence  Section ""A"", Military Cut-Off, Baguio City",Baguio City,Baguio City,PH141102000,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,"c(120.59808, 16.40538)",120.59808,16.40538
468,Ecocentrum BPO/IT Park,IT Park,Not Yet Operating,"Halang, Biñan City, Laguna",Biñan City,City of Biñan,PH043403000,Laguna,PH043400000,Region IV-A,PH040000000,"c(121.05689, 14.33517)",121.05689,14.33517
469,"Eco-Tourism of Cabatuan, Iloilo",Tourism,Not Yet Operating,"Cabatuan, Iloilo",Iloilo,Iloilo City,PH063022000,Iloilo,PH063000000,Region VI,PH060000000,"c(122.482306, 10.8788884)",122.482306,10.8788884
470,EDSA Grand Residences,IT Center,Not Yet Operating,"EDSA corner Corregidor Street, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.024145214364, 14.657060585291)",121.024145214364,14.657060585291
471,ePLDT Ventus Jupiter Building,IT Center,Not Yet Operating,"No. 222-224 Nicanor Garcia Street corner Jupiter Street, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.02230773355, 14.562824398541)",121.02230773355,14.562824398541
472,Eugenio Lopez Jr. Communication Center,IT Center,Not Yet Operating,"Mother Ignacia Avenue cor. Sgt. Esguerra St., Diliman. Quezon  City",Diliman. Quezon  City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.027811338426, 14.635408341139)",121.027811338426,14.635408341139
473,Federated IT Park,IT Park,Not Yet Operating,"Sacsac, Bacong, Negros Oriental",Bacong,Bacong,PH074603000,Negros Oriental,PH074600000,Region VII,PH070000000,"c(123.2934519, 9.2525145)",123.2934519,9.2525145
474,Federated IT Park II,IT Park,Not Yet Operating,"Barangay Looc, Sibulan, Negros Oriental",Sibulan,Sibulan,PH074620000,Negros Oriental,PH074600000,Region VII,PH070000000,"c(123.2666572, 9.3710571)",123.2666572,9.3710571
475,Felcris Centrale IT Park,IT Park,Not Yet Operating,"Quimpo Boulevard, Barangay 40-D, Davao City",Davao City,Davao City,PH112402000,Davao del Sur,PH112400000,Region XI,PH110000000,"c(125.594146094653, 7.052741143755)",125.594146094653,7.052741143755
476,Fil-Estate Industrial Park,Manufacturing,Not Yet Operating,"Trece Martirez & Tanza, Cavite",Cavite,Cavite City,PH042105000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.87161, 14.27861)",120.87161,14.27861
477,Filinvest EDSA Building,IT Center,Not Yet Operating,"167 EDSA, Mandaluyong City",Mandaluyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.047766891741, 14.572942479508)",121.047766891741,14.572942479508
478,First Batangas Industrial Park,Manufacturing,Not Yet Operating,"Mang-hinao & Balayong, Bauan, Batangas",Bauan,Bauan,PH041006000,Batangas,PH041000000,Region IV-A,PH040000000,"c(120.99484, 13.79549)",120.99484,13.79549
479,First Bulacan Business Park,IT Park,Not Yet Operating,"Barangays Santor and Balite, Malolos City, Bulacan",Malolos City,City of Malolos,PH031410000,Bulacan,PH031400000,Region III,PH030000000,"c(120.8412493, 14.8223162)",120.8412493,14.8223162
480,First Bulacan IT Park,IT Park,Not Yet Operating,"McArthur Highway, Abangan Norte, Marilao, Bulacan",Marilao,Marilao,PH031411000,Bulacan,PH031400000,Region III,PH030000000,"c(120.938773858464, 14.774908274362)",120.938773858464,14.774908274362
481,First Philippine Industrial Park III-Special Economic Zone,Manufacturing,Not Yet Operating,"Barangays Patay Bata and Pantay Matanda, Tanauan City, Batangas",Tanauan City,Tanauan,PH083748000,Leyte,PH083700000,Region VIII,PH080000000,"c(121.114421, 14.1322613)",121.114421,14.1322613
482,Fishermall,IT Center,Not Yet Operating,"Quezon Avenue corner Roosevelt Avenue, Barangay Sta. Cruz, Quezon City",Barangay Sta. Cruz,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.018662192402, 14.632641209584)",121.018662192402,14.632641209584
483,Foodport Processing Zone,Agro-Industrial,Not Yet Operating,"Barangay Tambler, General Santos City",General Santos City,General Santos City,PH126303000,South Cotabato,PH126300000,Region XII,PH120000000,"c(125.142049154048, 6.059019276156)",125.142049154048,6.0590192761559996
484,Garden Plaza,IT Center,Not Yet Operating,"Garden Villas 3, Barangay Ibaba, Sta. Rosa City, Laguna",Sta. Rosa City,Santa Rosa,PH034928000,Nueva Ecija,PH034900000,Region III,PH030000000,"c(121.1214704258, 14.30409717574)",121.1214704258,14.30409717574
485,Georgetown Cybermall IT Building,IT Center,Not Yet Operating,"R.N. Pelaez Boulevard, Kauswagan, Cagayan de Oro City",Kauswagan,Kauswagan,PH103507000,Lanao del Norte,PH103500000,Region X,PH100000000,"c(124.640948119068, 8.493195682256)",124.640948119068,8.493195682256
486,Gernarine Information Technology Center,IT Center,Not Yet Operating,"Alternate Road, Legaspi City, Albay",Legaspi City,Legazpi City,PH050506000,Albay,PH050500000,Region V,PH050000000,"c(123.7533193, 13.1492153)",123.7533193,13.1492153
487,GGVPI IT Zone,IT Center,Not Yet Operating,"168 Ouano Avenue, Mandaue Reclamation Area, Mandaue City, Cebu",Mandaue City,Mandaue City,PH072230000,Cebu,PH072200000,Region VII,PH070000000,"c(123.929332631383, 10.317467497305)",123.929332631383,10.317467497305
488,Global Industrial/Maritime Complex,Manufacturing,Not Yet Operating,"Larap, Jose Panganiban, Camarines Norte",Camarines Norte,Iba,PH037105000,Zambales,PH037100000,Region III,PH030000000,"c(122.6541389, 14.2855835)",122.6541389,14.2855835
489,Goodland I.T. Center,IT Center,Not Yet Operating,"377 Sen. Gil Puyat Avenue, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.030183956507, 14.560157737956)",121.030183956507,14.560157737956
490,Grand Cenia Hotel and Residences,IT Center,Not Yet Operating,"Archbishop Reyes Avenue corner Apitong Street, Barangay Camputhaw, Cebu City",Barangay Camputhaw,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.902926539957, 10.318823787532)",123.902926539957,10.318823787532
492,GST Iloilo Corporate Center,IT Center,Not Yet Operating,"Quezon Street, Barangay Sampaguita, Iloilo City",Barangay Sampaguita,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(122.566330793301, 10.696190472556)",122.566330793301,10.696190472556
493,GT Times Square Cebu,IT Center,Not Yet Operating,"J. Llorente corner Don Mariano Cui Street, Capitol Site, Cebu City",Capitol Site,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.891524134153, 10.310942409705)",123.891524134153,10.310942409705
494,HANN Lux Lifestyle Resort,Manufacturing,Not Yet Operating,"Clark Special Economic Zone, Barangay Aranguren, Capas, Tarlac",Capas,Capas,PH036904000,Tarlac,PH036900000,Region III,PH030000000,"c(120.5242057, 15.3600325)",120.5242057,15.3600325
495,Hi Point Information Technology Tower 1,IT Center,Not Yet Operating,"Omapad Road, Opao, Mandaue City",Mandaue City,Mandaue City,PH072230000,Cebu,PH072200000,Region VII,PH070000000,"c(123.95, 10.33333)",123.95,10.33333
496,Hi Point Information Technology Tower 2,IT Center,Not Yet Operating,"Omapad Road, Opao, Mandaue City",Mandaue City,Mandaue City,PH072230000,Cebu,PH072200000,Region VII,PH070000000,"c(123.95, 10.33333)",123.95,10.33333
497,Hi Point Information Technology Tower 3,IT Center,Not Yet Operating,"Omapad Road, Opao, Mandaue City",Mandaue City,Mandaue City,PH072230000,Cebu,PH072200000,Region VII,PH070000000,"c(123.95, 10.33333)",123.95,10.33333
498,Island Cove Tourism Economic Zone,Tourism,Not Yet Operating,"Covelandia Road, Binakayan, Kawit, Cavite",Kawit,Kawit,PH042111000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.92176, 14.4534)",120.92176,14.4534
499,ITC Ecozone,Agro-Industrial,Not Yet Operating,"Purok 2, Lumbocan, Butuan City",Butuan City,Butuan City,PH160202000,Agusan del Norte,PH160200000,Region XIII,PH160000000,"c(125.5087556, 9.0060619)",125.5087556,9.0060619
500,Jackman Plaza - I.T. Center,IT Center,Not Yet Operating,"EDSA, Muñoz, Quezon City",Muñoz,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.022677680171, 14.657366714441)",121.022677680171,14.657366714441
501,JEG Tower,IT Center,Not Yet Operating,"Archbishop Reyes corner Acacia Streets, Barangay Camputhaw, Cebu City",Barangay Camputhaw,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.90202942486, 10.316601409724)",123.90202942486,10.316601409724
502,Juan Luna Building,IT Center,Not Yet Operating,"120 Juan Luna St., Binondo, Manila",Manila,Binondo,PH133902000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,"c(120.97287453938, 14.601424779838)",120.97287453938,14.601424779838
503,Kayumanggi Center,IT Center,Not Yet Operating,"Commonwealth and Luzon Avenue, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.070577269919, 14.665556188983)",121.070577269919,14.665556188983
504,Kelly Special Economic Zone,Manufacturing,Not Yet Operating,"Kelly, Tuding & Gumatdang, Itogon, Benguet",Itogon,Itogon,PH141106000,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,"c(120.64045, 16.39479)",120.64045,16.39479
505,LB Centtro,IT Center,Not Yet Operating,"Barangay Batong Malake, Los Baños, Laguna",Los Baños,Los Baños,PH043411000,Laguna,PH043400000,Region IV-A,PH040000000,"c(121.22366, 14.15256)",121.22366,14.15256
506,Legaspi City Special Economic Zone,Manufacturing,Not Yet Operating,"Sitio Caridad, Banquerohan, Legaspi City, Albay",Legaspi City,Legazpi City,PH050506000,Albay,PH050500000,Region V,PH050000000,"c(123.7533193, 13.1492153)",123.7533193,13.1492153
507,Libran House IT Center,IT Center,Not Yet Operating,"144 Legaspi Street, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.017893940107, 14.5542234611)",121.017893940107,14.5542234611
508,Limketkai IT Center,IT Center,Not Yet Operating,"Lapasan, Cagayan de Oro City",Cagayan de Oro City,Cagayan de Oro City,PH104305000,Misamis Oriental,PH104300000,Region X,PH100000000,"c(124.6647411, 8.4825661)",124.6647411,8.4825661
509,Lopue’s Mandalagan IT Center,IT Center,Not Yet Operating,"Lacson Street, Barangay Mandalangan, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.962175694921, 10.699033383214)",122.962175694921,10.699033383214
510,Lopue's San Sebastian  I.T. Center,IT Center,Not Yet Operating,"Corner Araneta and San Sebastian Streets, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.944758414731, 10.666134315853)",122.944758414731,10.666134315853
511,MacroAsia Cebu Special Ecozone,Manufacturing,Not Yet Operating,"Mactan Cebu International Airport, Lapu-Lapu City, Cebu",Lapu-Lapu City,Lapu-Lapu City,PH072226000,Cebu,PH072200000,Region VII,PH070000000,"c(123.98028, 10.3085)",123.98028,10.3085
512,Manila COD IT Building,IT Center,Not Yet Operating,"General Romulo Street, Araneta Center, Cubao, Quezon City",Cubao,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.055453677515, 14.623846858859)",121.055453677515,14.623846858859
513,Marina Town Dumaguete,IT Center,Not Yet Operating,"Flores Avenue, Barangay Piapi, Dumaguete City, Negros Oriental",Dumaguete City,Dumaguete City,PH074610000,Negros Oriental,PH074600000,Region VII,PH070000000,"c(123.3075703, 9.3110296)",123.3075703,9.3110296
514,MDi Corporate Center,IT Center,Not Yet Operating,"10th Avenue corner 39th Street, Bonifacio Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.05540267241, 14.559589905925)",121.05540267241,14.559589905925
515,Megacenter IT Building,IT Center,Not Yet Operating,"General Tinio and Melencio Streets, Cabanatuan City",Cabanatuan City,Cabanatuan City,PH034903000,Nueva Ecija,PH034900000,Region III,PH030000000,"c(120.964387890034, 15.487372398191)",120.964387890034,15.487372398191
516,Metro IT Park,IT Park,Not Yet Operating,"Metrobank Avenue, Metropolitan Park, Central Park 1-A, San Rafael, Pasay City",Pasay City,Pasay City,PH137605000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(120.990726956089, 14.538805686372)",120.990726956089,14.538805686372
517,Metropolis Star,IT Center,Not Yet Operating,"South Super Highway, Alabang, Muntinlupa City",Muntinlupa City,City of Muntinlupa,PH137603000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.045713239783, 14.420779481903)",121.045713239783,14.420779481903
518,Metropolitan Technological Complex,IT Park,Not Yet Operating,"Metrobank Avenue, Metropolitan Park, Central Business Park 1-A, San Rafael, Pasay City",Pasay City,Pasay City,PH137605000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(120.990726956089, 14.538805686372)",120.990726956089,14.538805686372
519,Mindanao Economic Development Zone            (formerly Sarangani Economic Development Zone (Matinao)),Manufacturing,Not Yet Operating,"Matinao, Polomolok, South Cotabato",Polomolok,Polomolok,PH126312000,South Cotabato,PH126300000,Region XII,PH120000000,"c(125.09694, 6.16278)",125.09694,6.16278
520,Naga City Industrial Park,Manufacturing,Not Yet Operating,"Barangay Carolina, Naga City",Naga City,Naga City,PH051724000,Camarines Sur,PH051700000,Region V,PH050000000,"c(123.289250770552, 13.664190578447)",123.289250770552,13.664190578447
521,Naga City IT (Cyber) Park,IT Park,Not Yet Operating,"Felix Plazo St., Sabang, Naga City, Province of Camarines Sur",Naga City,Naga City,PH051724000,Camarines Sur,PH051700000,Region V,PH050000000,"c(123.179828240309, 13.620535385219)",123.179828240309,13.620535385219
522,Nasipit Agusan del Norte Industrial Estate,Manufacturing,Not Yet Operating,"Camagong and Talisay, Nasipit, Agusan del Norte",Agusan del Norte,Nasipit,PH160209000,Agusan del Norte,PH160200000,Region XIII,PH160000000,"c(125.3376206, 8.9267926)",125.3376206,8.9267926
523,New Cebu Township,Manufacturing,Not Yet Operating,"Cantao-an, Naga, Cebu",Naga,Naga City,PH051724000,Camarines Sur,PH051700000,Region V,PH050000000,"c(123.7604266, 10.2522157)",123.7604266,10.2522157
525,North Negros Agro-Industrial Export Processing Zone,Agro-Industrial,Not Yet Operating,"Barangay Paraiso, Sagay City, Negros Occidental",Sagay City,Sagay City,PH064523000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(123.4154178, 10.8926817)",123.4154178,10.8926817
526,NUVO.CITY,IT Park,Not Yet Operating,"E. Rodriguez  Jr. Avenue cor Calle Industria, Bagumbayan, Quezon City",Bagumbayan,Bagumbayan,PH126501000,Sultan Kudarat,PH126500000,Region XII,PH120000000,"c(121.079023965206, 14.605485393948)",121.079023965206,14.605485393948
527,One Asia Business Center,IT Park,Not Yet Operating,"Barangay San Antonio, Biñan City, Laguna",Biñan City,City of Biñan,PH043403000,Laguna,PH043400000,Region IV-A,PH040000000,"c(121.08855, 14.33608)",121.08855,14.33608
528,Ore Central Building,IT Center,Not Yet Operating,"9th Avenue corner  31st Street, Bonifacio Global City, Fort Bonifacio, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.04451244698, 14.554538740011)",121.04451244698,14.554538740011
529,Orion Corporate Center,IT Center,Not Yet Operating,"A.S. Fortuna Street corner Sacris Road, Bakilid, Mandaue City",Mandaue City,Mandaue City,PH072230000,Cebu,PH072200000,Region VII,PH070000000,"c(123.930006541279, 10.337810390786)",123.930006541279,10.337810390786
530,Ororama Megacenter IT Center,IT Center,Not Yet Operating,"Lapasan Highway, Cagayan de Oro City",Cagayan de Oro City,Cagayan de Oro City,PH104305000,Misamis Oriental,PH104300000,Region X,PH100000000,"c(124.613355, 8.4396177)",124.613355,8.4396177
531,P & S Ecozone,Manufacturing,Not Yet Operating,"Km. 48, Mc Arthur Highway, Barrios of Iba Este, San Marcos and Palimbang, Calumpit, Bulacan",Calumpit,Calumpit,PH031407000,Bulacan,PH031400000,Region III,PH030000000,"c(120.7669999, 14.8899036)",120.7669999,14.8899036
532,Park Triangle Corporate Center,IT Center,Not Yet Operating,"32nd Street corner Rizal Drive, Bonifacio Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.046813233312, 14.554759792311)",121.046813233312,14.554759792311
533,Paseo del Rio de Cagayan Economic Tourism Zone,Tourism,Not Yet Operating,"Macasandig, Cagayan de Oro City",Cagayan de Oro City,Cagayan de Oro City,PH104305000,Misamis Oriental,PH104300000,Region X,PH100000000,"c(124.6432928, 8.4452148)",124.6432928,8.4452148
534,PCH IT Center,IT Center,Not Yet Operating,"95 A. Bonifacio Street, Baguio City",Baguio City,Baguio City,PH141102000,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,"c(120.599311006607, 16.415375591789)",120.599311006607,16.415375591789
535,Philippine Int'l Air Terminals Co. SEZ,Manufacturing,Not Yet Operating,"Villamor Airbase, Pasay City",Pasay City,Pasay City,PH137605000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.0226, 14.5181)",121.0226,14.5181
536,Philnico Industrial Estate,Manufacturing,Not Yet Operating,"Nonoc Island, Surigao del Norte",Surigao del Norte,Surigao City,PH166724000,Surigao del Norte,PH166700000,Region XIII,PH160000000,"c(125.62528, 9.85056)",125.62528,9.85056
537,Philtai Central Luzon Industrial Park,Manufacturing,Not Yet Operating,"Barangays Santo Rosario and San Roque, Magalang, Pampanga",Magalang,Magalang,PH035411000,Pampanga,PH035400000,Region III,PH030000000,"c(120.618592612733, 15.147682002349)",120.618592612733,15.147682002349
538,Plazuela de Iloilo,IT Center,Not Yet Operating,"Benigno Aquino Avenue, Barangay San Rafael, Iloilo City",Barangay San Rafael,Iloilo City,PH063022000,Iloilo,PH063000000,Region VI,PH060000000,"c(122.5499271, 10.7064294)",122.5499271,10.7064294
539,PLDT Garnet Building,IT Center,Not Yet Operating,"F. Ortigas Jr. corner Garnet Road, Ortigas Center, Brgy. San Antonio, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.061960589635, 14.588407685323)",121.061960589635,14.588407685323
540,PNOC Petrochemical Industrial Estate,Manufacturing,Not Yet Operating,"Batangas Dos, Mariveles, Bataan",Mariveles,Mariveles,PH030807000,Bataan,PH030800000,Region III,PH030000000,"c(120.6016937, 14.4877322)",120.6016937,14.4877322
541,Polambato-Bogo Economic Zone,Manufacturing,Not Yet Operating,"Polambato, Bogo, Cebu",Bogo,City of Bogo,PH072211000,Cebu,PH072200000,Region VII,PH070000000,"c(123.9918, 11.0664)",123.9918,11.0664
542,Poro Point Special Economic Zone,Manufacturing,Not Yet Operating,"San Fernando City, La Union",La Union,San Fernando,PH175913000,Romblon,PH175900000,Region IV-B,PH170000000,"c(120.3628619, 16.6029147)",120.3628619,16.6029147
543,PSMT IT Building,IT Center,Not Yet Operating,"73 Ortigas Ave. Ext., Barangay Sta. Lucia, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.0856024, 14.6156836)",121.0856024,14.6156836
544,Qimonda I.T. Center,IT Center,Not Yet Operating,"Don Serging Avenue, North Reclamation Area, Cebu City, Cebu",Cebu City,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.9164079, 10.3117799)",123.9164079,10.3117799
545,Quezon Techno-Industrial Special Economic Zone,Manufacturing,Not Yet Operating,"Barangay Rosario and San Jose, 
Mauban, Quezon
",Mauban,Mauban,PH045627000,Quezon,PH045600000,Region IV-A,PH040000000,"c(121.7133191, 14.1095932)",121.7133191,14.1095932
546,Rapu-Rapu Ecozone,Manufacturing,Not Yet Operating,"Malobago and Pagcolbon, Rapu-Rapu, Albay",Rapu-Rapu,Rapu-Rapu,PH050515000,Albay,PH050500000,Region V,PH050000000,"c(124.2110429, 13.1729938)",124.2110429,13.1729938
